ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Site Name,Discount,Additional Discounts,Feedback
"ASUS VivoBook Ultra K14, Intel Core i5-1135G7 11th Gen, 14"" (35.56 cms) FHD Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Integrated Graphics/Transparent Silver/1.4 kg), K413EA-EB523WS",4,0,0,"56,990","81,990",Amazon,76% off,No Discounts,Positive
"ASUS VivoBook Ultra K14, Intel Core i3-1125G4 11th Gen, 14"" (35.56 cms) FHD Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Integrated Graphics/Transparent Silver/1.4 kg), K413EA-EB311WS",4.6,0,0,"42,990","58,990",Amazon,84% off,No Discounts,Positive
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6 inches(39.6cm) FHD Business Laptop (8GB/256 GB SSD/UHD Graphics/Windows 10 Home/MS Office/Platinum Grey/1.7Kg), 81WB012DIN",4.3,617,91,"35,500","45,900",Amazon,25% off,10% Off on SBI Credit Cards,Positive
"(Renewed) Dell Latitude Intel 2nd Gen Core i5 14 inches 1366x768 Business Laptop (4GB/250GB/Windows 7 Professional OEM COA/HD Graphics 3000/Greyish Silver/1.80Kg), E6420",3,0,0,"20,998","30,000",Amazon,30% off,10% Off on SBI Credit Cards,Positive
"Samsung Galaxy Book2 Intel 12th Gen core i5 39.6cm (15.6"") FHD LED Thin & Light Laptop (8 GB/512 GB SSD/Windows 11/MS Office/Backlit Keyboard/Finger Print Reader/Silver/1.55Kg), NP750XED-KC1IN",3.5,641,81,"64,990","83,990",Amazon,36% off,10% Off on SBI Credit Cards,Positive
"Lenovo ThinkPad E14 AMD Ryzen 5 5500U 14"" (35.56 cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11/AMD Radeon Graphics/FPR/Black/1.69 kg), 20Y7S07600",4.4,0,0,"55,990","92,700",Amazon,27% off,Flat INR 500 Off on SBI Cards,Positive
"Lenovo V15 Intel Core i5 11th Gen 15.6"" (39.62 cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11/MS Office/Iron Grey/1.7 kg), 82KBA02RIH",4.3,0,0,"53,990","85,500",Amazon,32% off,Flat INR 500 Off on SBI Cards,Positive
"MSI Modern 14, Intel i5-1155G7, 14""(35cm) FHD IPS-Level 60Hz Panel Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Intel UHD Graphics/Carbon Grey/1.3Kg), B11MOU-861IN",3.5,0,0,"45,490","66,990",Amazon,17% off,10% Off on SBI Credit Cards,Positive
"Dell New 14 Intel i3-1005G1 Laptop, 4Gb RAM, 1TB HDD + 256GB SSD, 14 inches(35cm)FHD AG Display, Windows 10+ MSO, Black (Vostro 3401, D552151WIN9BE), 1.58kg",4.3,0,0,"40,700","65,000",Amazon,16% off,10% Off on SBI Credit Cards,Positive
"Acer Aspire 5 11th Gen Core i5 14-inch (35.56 cms) Full HD IPS Thin & Light Laptop- (8 GB/512 GB SSD/Windows 11 Home/Intel Iris Xe Graphics/Pure Silver/1.45 KG/MS Office), A514-54",3.7,0,0,"57,990","75,999",Amazon,33% off,Flat INR 500 Off on SBI Cards,Positive
"Acer Aspire 5 Gaming 12th Gen Intel Core i5-(12 cores) (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A515-57G/ Gaming Laptop (15.6 inch, Steel Gray 1.8 Kg",4.2,104,16,"60,990","81,999",Amazon,22% off,10% Off on SBI Credit Cards,Positive
Acer Aspire 3 Intel Core i5 12th Generation 15.6-inch (39.6 cms) Full HD Laptop - (16GB/512 GB SSD/Windows 11 Home/MS Office/1.7 Kg/Silver) A315-59,0,0,0,"61,990","68,999",Amazon,39% off,10% Off on SBI Credit Cards,Negative
"Lenovo V14 G2 ITL/14.0"" /i3-1115G4/4GB /256 GB SSD/Win 11 SL/1M HD Camera/WiFi+BT/No FPR/1 Yr Onsite Warranty + 1 Year ADP/ ﻿82KAA05VIH, Black",0,0,0,"35,000","55,800",Amazon,73% off,No Discounts,Negative
"Hp Pavilion Aero AMD Ryzen 7 Ultra-Thin 13.3 Inches Wuxga Laptop (16Gb Ram/1Tb Ssd, 400 Nits Anti-Glare Display/B&O Audio/Fpr/Backlit Kb/Fast Charge/Windows 11 Home, Pale Rose, 0.97Kg)-13-Be0208Au",4.2,0,0,"78,490","1,09,566",Amazon,29% off,10% Off on SBI Credit Cards,Positive
Acer Aspire 3 Laptop Intel Core i5 11th Gen - (Windows 11 Home/MS Office/16GB/512GB SSD) A315-58 39.6 cm (15.6 Inch) FHD Display 1.7 Kg,3.6,2000,454,"52,990","66,999",Amazon,33% off,Flat INR 2000 Off on SBICards,Positive
"Hp Victus Latest AMD Ryzen 5 5600H Processor 16.1 Inches Fhd Gaming Laptop (8Gb Ram/512 Gb Ssd/144 Hz/Geforce GTX 1650/Alexa/B&O/Backlit Keyboard, Windows 11 Home, /Ms Office),16-E0301Ax, Mica Silver",4.3,0,0,"59,990","76,021",Amazon,14% off,Flat INR 2000 Off on SBICards,Positive
"Dell Inspiron 5518 Laptop, Intel i5-11320H, 16GB, 512GB SSD, Win 11 + MS Office'21, 15.6"" (39.62Cms) FHD Display, Platinum Silver, FPR + Backlit KB (D560695WIN9S, 1.64Kg)",3.9,0,0,"65,000","91,609",Amazon,23% off,10% Off on SBI Credit Cards,Positive
"Acer Aspire Vero AV15-51-5155 Green Laptop | 15.6"" FHD IPS Display | 11th Gen Intel Core i5-1155G7 | 16GB DDR4 | 512GB SSD | Wi-Fi 6 | PCR Materials | Windows 11 Home | Fingerprint Reader | MS Office",4.5,0,0,"58,990","79,999",Amazon,27% off,Flat INR 500 Off on SBI Cards,Positive
"HP Victus 11th Gen Intel Core i7-11800H 16.1"" FHD Gaming Laptop (16GB RAM/512GB SSD/144 Hz/300 nits/7 ms Response time/GeForce RTX 3060 6GB Graphics/Backlit KB/Win11/MSO) 16-d0361TX Performance Blue",4.1,0,0,"99,990","1,25,143",Amazon,30% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook 14 (2021) Intel Core i3-1005G1 10th Gen 14 inches(35cm) FHD Thin and Light Laptop (8GB/512GB SSD + 32GB Optane/Integrated Graphics/Office 2021/Windows 11/Silver/1.6Kg) X415JA-EK562WS,3.9,0,0,"34,499","63,990",Amazon,30% off,10% Off on SBI Credit Cards,Positive
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i5 15.6"" (39.62cm) FHD Laptop (8GB/512GB SSD/Win 11/Office 2021/2 Year Warranty/3 Month Game Pass/Platinum Grey/1.85Kg), 81WE01MYIN",3.8,6369,1078,"50,350","75,000",Amazon,17% off,10% Off on SBI Credit Cards,Positive
"Lenovo ThinkBook 14 Intel Core i5 11th Gen 14"" (35.56cm) FHD IPS Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office 2021/Mineral Grey/1.4 kg), 20VDA0THIH",3.6,101,15,"55,990","1,08,468",Amazon,16% off,No Discounts,Positive
Redmi Book 15 Intel Core I3 11Th Gen/8 Gb/256 Gb Ssd/Windows 11 Home/15.6 Inches (39.62 Cms) Fhd Anti Glare/Ms Office/Charcoal Gray/1.8 Kg Thin and Light Laptop,3.8,87,12,"31,990","51,999",Amazon,20% off,10% Off on SBI Credit Cards,Positive
"HP 15 11th Gen Intel Core i5 Processor 15.6 inches(39.6cm) FHD Laptop (8GB/512GB SSD +32GB Intel Optane/Windows 10 Home/MS Office/Jet Black/1.69 Kg), 15s-fq2071TU",4.1,0,0,"53,900","69,800",Amazon,16% off,10% Off on SBI Credit Cards,Positive
"HP 15s 11th Gen Intel Core i3-8GB RAM/512GB SSD 15.6 inch(39.6 cm) Laptop, HD, Micro-Edge Display/ Windows 11/ MS Office/ Natural Silver/ 1.75kg) - 15s-du3564TU",4.1,0,0,"43,500","75,000",Amazon,38% off,Save extra with No Cost EMI,Positive
"Dell New 14 Intel i3-1005G1 Laptop, 4Gb RAM, 1TB HDD + 256GB SSD, 14 inches(35cm)FHD AG Display, Windows 10+ MSO, Black (Vostro 3401, D552151WIN9BE), 1.58kg",4.3,0,0,"40,700","65,000",Amazon,27% off,Flat INR 1500 Off on SBICards,Positive
"(Renewed) Lenovo ThinkPad T420 Intel 2nd Gen Core i5 14 inches Business Laptop (4 GB, 500 GB, 1366x768, LED, Windows 7, Integrated Graphics, Black, 2 Kg)",3.4,0,0,"17,980","89,999",Amazon,25% off,Flat INR 2250 Off on SBICards,Positive
"(Renewed) Lenovo Thinkpad E480 7th Gen Intel Core i3 Thin & Light HD Laptop (8 GB DDR4 RAM/1 TB HDD/14"" (35.6 cm)/Windows 11/MS Office/WiFi/Bluetooth 4.0/Webcam/Intel HD Graphics)",4.8,0,0,"25,999","89,999",Amazon,13% off,10% Off on SBI Credit Cards,Positive
"AVITA Essential NE14A2INC43A-CGB Intel Celeron N4020 35.56 cm Thin and Light Laptop (UHD Graphics 600/ 4GB/128GB SSD /Windows 10 Home) 1.37kg, Canvas Grey",3.5,0,0,"22,491","25,990",Amazon,26% off,Flat INR 500 Off on SBI Cards,Positive
"HP 14 (2021) 11th Gen Intel Core i3 Laptop with Alexa Built-in, 8GB RAM, 256GB SSD, 14-Inch (35.6 cm) FHD Screen, Windows 10, MS Office, (14s- dy2501tu)",4.2,0,0,"43,000","48,358",Amazon,38% off,Flat INR 500 Off on SBI Cards,Positive
"Acer Aspire 5 A515-56(53Y6) Thin and Light Laptop (Silver)| 15.6""(39cm) Full HD Display| 11th Gen Intel Core i5-1135G7 Processor| 8GB DDR4| 1TB HDD|HD Webcam| WiFi 6| Windows 11 Home | MS Office",3.7,836,100,"45,990","65,999",Amazon,21% off,10% Off on SBI Credit Cards,Positive
"Lenovo IdeaPad Slim 3 Intel Celeron N4020 15.6"" (39.62cm) HD Thin & Light Laptop (8GB/256GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.7Kg), 81WQ00MQIN",3.8,0,0,"29,989","40,490",Amazon,22% off,10% Off on SBI Credit Cards,Positive
"Dell New Inspiron 3511 Laptop, Intel I5-1135G7, Windows 11 + Office'21, 8Gb Gddr4, 512Gb Ssd, 15.6 Inches (39.62Cms) Fhd Wva Ag Backlit Kb (D560785Win9S, 1.8Kgs)",3.7,82,18,"60,070","69,999",Amazon,37% off,Save extra with No Cost EMI,Positive
"Lenovo IdeaPad Gaming 3 Intel Core i5 10th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GTX 1650/120Hz/Windows 10/Backlit Keyboard/Onyx Black/2.2Kg), 81Y4017UIN",4.1,0,0,"55,989","85,290",Amazon,34% off,Flat INR 500 Off on SBI Cards,Positive
Acer Aspire 3 Made in India Laptop A314-35 14 inch HD Display (Intel Celeron Dual-Core Processor N4500 | 4GB | 256GB SSD | Weight : 1.45 kg | Windows 11 Home | MS Office 2021 Home & Student | Silver,1,0,0,"30,500","34,999",Amazon,25% off,Flat INR 2250 Off on SBICards,Negative
"ASUS ROG Strix G17 (2021) 17.3-inch (43.94 cms) FHD 144Hz, AMD Ryzen 7 4800H, GTX 1650 4GB Graphics, Gaming Laptop (8GB/512GB SSD/Windows 10/Gray/2.4 Kg), G713IH-HX020T",4.4,0,0,"79,990","1,02,990",Amazon,41% off,10% Off on SBI Credit Cards,Positive
"Samsung Galaxy Book2 Intel 12th Gen core i5 39.6cm (15.6"") FHD LED Thin & Light Laptop (8 GB/512 GB SSD/Windows 11/MS Office/Backlit Keyboard/Finger Print Reader/Silver/1.55Kg), NP750XED-KC1IN",3.5,0,0,"64,990","83,990",Amazon,35% off,No Discounts,Positive
"(Renewed) Dell 3330 Latitude 13.3 Inch Screen Laptop (3rd Gen Intel Core i5 - 3337U /4 GB/500 GB HDD/Widnows 10 Pro), Silver",0,0,0,"18,710","30,000",Amazon,9% off,Save extra with No Cost EMI,Negative
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6 inches FHD Thin and Light Business Laptop (8GB/1TB HDD/Windows 10/MS Office/UHD Graphics/Platinum Grey/1.7Kg), 81WB015JIN",3.8,0,0,"36,200","45,900",Amazon,17% off,No Discounts,Positive
Hp Pavilion X360 11Th Gen Intel Core I7 14 Inches Fhd Multitouch 2In1 Laptop (16Gb Ram/512Gb Ssd/B&O/Windows 11 Home/Fpr/Backlit Kb/Intel Iris Xe Graphics/Pen/Alexa/Ms Office/Silver/1.52Kg)14-Dy1047Tu,4.2,0,0,"81,990","99,203",Amazon,41% off,Flat INR 500 Off on SBI Cards,Positive
"Acer Nitro 5 Gaming Laptop/11th Gen Intel Core i5-11400H Processor 6core/15.6""(39.6cm) FHD 144Hz Display(16GB/512GB SSD/ NVIDIA GeForce GTX 1650 with 4 GB GDDR6 Memory/Windows 11/RGB),AN515-57",5,220,24,"64,990","88,999",Amazon,27% off,Flat INR 500 Off on SBI Cards,Positive
"Lenovo Ideapad Slim 3 10th Gen Intel Core i3 15.6"" (39.62cm) FHD Thin & Light Laptop (4GB/256 GB SSD/UHD Graphics/Windows 10/MS Office/2 Year Warranty/Platinum Grey/1.7Kg), 81WB0112IN",3.8,261,31,"33,500","52,190",Amazon,30% off,Flat INR 500 Off on SBI Cards,Positive
"HP Pavilion 15 11th Gen Intel Core i5-8GB RAM/512GB SSD 15.6 inch(39.6 cm)Laptop, FHD Anti-Glare Display/ Intel Iris Xe Graphics/Backlit KB/B&O Audio/Windows 11/ 1.75kg, 15-eg1000TU",4.1,1716,171,"62,500","78,000",Amazon,26% off,10% Off on SBI Credit Cards,Positive
"ASUS VivoBook 17, Intel Core i5-1135G7 11th Gen, 17.3"" (43.94 cms) FHD, Laptop (16GB/512GB SSD/Windows 11/Office 2021/Integrated Graphics/Transparent Silver/2.3 kg), X712EA-AU521WS",3.9,1111,138,"51,990","85,990",Amazon,47% off,10% Off on SBI Credit Cards,Positive
"ASUS VivoBook K15 OLED (2021), 15.6-inch (39.62 cms) FHD OLED, Intel Core i5-1135G7 11th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Office 2021/Windows 11/Black/1.8 Kg), K513EA-L512WS",4.1,3854,464,"63,990","84,990",Amazon,57% off,No Discounts,Positive
"Dell Vostro 3401 Intel i3-1005G1 14 inches(35cm) FHD Anti Glare Display Laptop (8GB/1TB/Integrated Graphics/Windows 10 + Office H&S/ Black) D552149WIN9BE, 1.64Kg)",3.7,714,83,"42,660","50,000",Amazon,11% off,No Discounts,Positive
"(Renewed) Dell New Inspiron 3525 Laptop, AMD Athlon Silver 3050U, Win11 + Office'21, 8GB GDDR4, 256GB SSD, Radeon Graphics, 15.6"" (39.62Cms) HD Anti Glare (D560766WIN9BE, 1.68Kgs)",5,0,0,"28,049","32,700",Amazon,18% off,Save extra with No Cost EMI,Positive
"Acer Aspire 3 AMD 3020e Dual core Processor 14 inches (35.5 cm) Laptop (4GB RAM/256GB SSD/Windows 11 Home/Black/1.9 Kg, A314-22)",3,280,32,"24,990","34,999",Amazon,24% off,10% Off on SBI Credit Cards,Positive
"Dell New Vostro 3405 Laptop AMD Ryzen 3-3250U 14 inches (35.5cm)FHD Display, 8GB DDR4, 512GB SSD, Windows 11 + MS Office'21, Radeon Graphics, Black (D552235WIN9B), 1.59Kgs",3.9,55,12,"34,890","49,990",Amazon,29% off,Save extra with No Cost EMI,Positive
"Lenovo Legion 5 Intel Core i5 10th Gen - 10500H 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA RTX 3050/120Hz/Windows 11/Backlit/3months Game Pass/Phantom Black/2.3Kg), 82NL00APIN",4.3,1830,165,"67,990","1,03,490",Amazon,39% off,10% Off on SBI Credit Cards,Positive
"2020 Apple MacBook Air Laptop: Apple M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 512GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Gold",4.7,641,92,"1,17,900",,Amazon,40% off,10% Off on SBI Credit Cards,Positive
"Dell Inspiron 3511 Laptop Intel I3-1005G1, 8Gb, 1Tb HDD, Windows 10 + Ms Office'19, 15.6 Inches (39.62Cms) Fhd Display, Carbon Color (D560612Win9Be, 1.8Kg)",3.1,0,0,"38,919","55,534",Amazon,33% off,Flat INR 500 Off on SBI Cards,Positive
"HP 14s Thin and Light Laptop 14 (35.56cms) (AMD Ryzen 5-3500U/8GB/512 SSD/Windows 10 Home /Microsoft Office 2019/ Silver), FQ0526AU",4.4,1830,165,"44,000","53,798",Amazon,25% off,Flat INR 2250 Off on SBICards,Positive
"HP 14s, 11th Gen Intel Core i3, 8GB RAM/512GB SSD 14inch(36.6 cm) FHD,Micro-Edge, IPS Display/Alexa Built-in/Windows 11 Home/Backlit Keyboard/UHD Graphics/Dual Speakers/Ms Office, 14s-Dq2606tu",4.2,291,35,"39,990","52,900",Amazon,23% off,Flat INR 2000 Off on SBICards,Positive
Mi Notebook Ultra 3K Resolution Display Intel Core I5-11300H 11Th Gen 15.6 Inches Thin Light Laptop (8Gb/512Gb Ssd/Iris Xe Graphics/Windows 11 Home/Ms Office 21/Backlit Kb/Fingerprint Sensor/1.7Kg),4.2,0,0,"52,990","71,999",Amazon,36% off,Flat INR 500 Off on SBI Cards,Positive
Acer Aspire 3 Intel Core i3 11th Generation 15.6-inch (39.6 cms) Full HD Laptop - (8 GB/256 GB SSD/Windows 11 Home/MS Office/Intel UHD Graphics /1.7 Kg/Silver) A315-58,0,331,51,"35,990","49,999",Amazon,35% off,Flat INR 500 Off on SBI Cards,Negative
"Acer Aspire 3 Laptop (AMD 3020e Dual-Core Processor/Win11 Home/4 GB/256GB SSD/1.9kgs) 35.56 cm (14-Inch) HD Display, A314-22",3,0,0,"24,490","34,999",Amazon,42% off,Flat INR 500 Off on SBICards,Positive
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop (4 GB/256 GB SDD/Windows 11/MS Office 2021/2 Yr Warranty/Platium Grey/1.7Kg), 81WB018XIN",3.7,0,0,"31,490","55,190",Amazon,18% off,No Discounts,Positive
"Honor MagicBook X 15, Intel Core i3-10110U / 15.6 inch (39.62 cm) Thin and Light Laptop (8GB/256GB PCIe SSD/Windows 10/Microsoft 365(6 Months)/Aluminium Metal Body/1.56Kg), Silver,(BohrBR-WAI9A)",4.2,0,0,"32,490","49,999",Amazon,16% off,10% Off on SBI Credit Cards,Positive
"Dell Inspiron 5310 Laptop, Intel i5-11320H, 16GB, 512GB, Win 11+MSO'21, 13.3"" (33.78Cms) FHD+ WVA AG 100% sRGB LBL 300 nits, Platinum Silver (ICC-C784509WIN8, 1.25Kgs)",0,617,91,"67,443","97,804",Amazon,25% off,No Discounts,Negative
"ASUS VivoBook K15 OLED (2021), 15.6"" (39.62 cms) FHD OLED, Intel Core i3-1115G4 11th Gen, Thin and Light Laptop (8GB/256GB SSD/Office 2021/Windows 11/Integrated Graphics/Silver/1.8 Kg), K513EA-L303WS",4.5,410,54,"42,475","60,990",Amazon,21% off,10% Off on SBI Credit Cards,Positive
"MSI Gaming GF63 Thin, Intel 11th Gen. i7-11800H, 40CM FHD 60Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Nvidia RTX3050 4GB GDDR6/ Black/1.86Kg), 11UC-850IN",5,0,0,"72,990","95,990",Amazon,34% off,10% Off on SBI Credit Cards,Positive
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg),81WB01EBIN",3.6,0,0,"34,990","61,490",Amazon,26% off,10% Off on SBI Credit Cards,Positive
"(Renewed) Lenovo Thinkpad T460 14 Inches Laptop (Intel I5-6300U/16Gb/256Gb/Dos/Integrated Graphics), Black",4.2,641,81,"26,748","60,000",Amazon,27% off,Flat INR 2000 Off on SBICards,Positive
"Lenovo ThinkBook 14 Intel Core i5 11th Gen 14"" (35.56cm) FHD IPS Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office 2021/Mineral Grey/1.4 kg), 20VDA0THIH",3.6,0,0,"55,990","1,08,468",Amazon,32% off,10% Off on SBI Credit Cards,Positive
"ASUS VivoBook Flip 14 (2021), 14-inch (35.56 cm) FHD Touch, Intel Core i3-1115G4 11th Gen, 2-in-1 Laptop (8GB/512GB SSD/Office 2021/Windows 11/Integrated Graphics/Black/1.5 kg), TP470EA-EC312WS",4.4,961,108,"52,990","69,990",Amazon,31% off,10% Off on SBI Credit Cards,Positive
"Acer Extensa 15 Thin & Light Intel Processor Pentium Silver N5030 15.6 inches ( 39 cm ) Business Laptop (4GB RAM/256 GB SSD/Windows 11 Home/Black/1.9 Kg, EX215-31)",3.3,0,0,"23,490","39,999",Amazon,78% off,10% Off on SBI Credit Cards,Positive
"ASUS TUF Dash F15 (2022), 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-12450H 12th Gen, RTX 3050 4GB Graphics, Gaming Laptop (8GB/512GB SSD/Windows 11/Office 2021/Black/2 kg), FX517ZC-HN036WS",3,0,0,"81,990","1,01,990",Amazon,2% off,10% Off on SBI Credit Cards,Positive
"ASUS VivoBook Pro 14 OLED 2021, 14""(35cm) 2.8K OLED 90Hz, Intel Core i5-11300H 11th Gen, Laptop (16GB/512GB SSD/Office 2021/Windows 11 Home /Iris Xe Graphics/1.4 kg) K3400PA-KM502WS",4.3,1286,282,"65,990","90,990",Amazon,76% off,No Discounts,Positive
"AVITA SATUS ULTIMUS S111 NU14A1INC43PN-CG 14.1 FHD (35.81cms) Laptop (Intel Celeron N4020/4GB/128GB SSD/FHD Display/Windows 11 Home/ Intel UHD Graphics), Champagne Gold",3.6,0,0,"20,990","29,990",Amazon,84% off,No Discounts,Positive
"Hp 250 G7 Notebook Pc, 10Th Gen Intel Core I5 15.6 Inches Fhd, IPS, Anti-Glare Display (8Gb Ram/512 Gb Ssd/Windows 10 Pro 64/Dark Ash Silver/1.78 Kg) - 1W5G0Pa",3.5,0,0,"63,909","75,000",Amazon,25% off,10% Off on SBI Credit Cards,Positive
"Lenovo V15 Intel Core i3 11th Gen 1115G4 15.6"" (39.62 cm) FHD(1920x1080) Thin and Light Laptop (8GB DDR4 RAM/256GB SSD/Windows 11 Home/Iron Grey/1 Year Onsite Warranty/1.7 kg)",4,1315,137,"32,999","53,100",Amazon,30% off,10% Off on SBI Credit Cards,Positive
"ASUS VivoBook 14 (2021), 14-inch (35.56 cm) HD, Intel Pentium Silver N6000 Quad Core, Thin and Light Laptop (8GB/256GB SSD/Office 2021/Windows 11/Integrated Graphics/Silver/1.5 kg), X415KA-BV121WS",4.1,0,0,"30,990","38,990",Amazon,36% off,10% Off on SBI Credit Cards,Positive
"(Renewed) Dell Latitude Intel 4th Gen Core i5 14-Inch (35.56 cms) 1366x768 Laptop (8 GB/500 GB/Windows 7/Integrated Graphics/Silver/2 kg), E7440-i5-8 GB-500 GB",4.6,754,95,"23,898","75,000",Amazon,27% off,Flat INR 500 Off on SBI Cards,Positive
Lenovo Ideapad Laptop (Intel Celeron/8GB RAM & 128GB SSD Storage/Win 10 Home) - 82H0001YIN + Microsoft Office 365 Subscription + Mouse,3.8,341,38,"24,835","37,495",Amazon,32% off,Flat INR 500 Off on SBI Cards,Positive
"ASUS VivoBook Ultra K14, Intel Core i3-1125G4 11th Gen, 14"" (35.56 cms) FHD Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Integrated Graphics/Hearty Gold/1.4 kg), K413EA-EB313WS",5,659,64,"43,890","58,990",Amazon,17% off,10% Off on SBI Credit Cards,Positive
"HP 14s 11th Gen Intel i3 14 inches FHD, IPS, Micro-Edge Display (8GB RAM/ 512 GB SSD/LTE/ Backlit Keyboard/UHD Graphics/ Dual Speakers/Windows 11 Home/MS Office/1.49 Kg), 14s-ef1000tu, Natural Silver",4.1,447,56,"42,399","58,657",Amazon,16% off,10% Off on SBI Credit Cards,Positive
"Lenovo Ideapad 3 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit Keyboard/2Yr Warranty/Arctic Grey/1.65Kg), 82KU017KIN",4.2,0,0,"45,990","68,490",Amazon,33% off,Flat INR 500 Off on SBI Cards,Positive
"Dell Vostro 3401 Laptop, Intel I3-1115G4, 4Gb, 1Tb + 256Gb Ssd, Windows 11 + Ms Office'21, 14 Inches (35.56 Cms) Fhd Display, Accent Black (D552221Win9Be, 1.64Kgs)",3.6,0,0,"38,790","56,743",Amazon,22% off,10% Off on SBI Credit Cards,Positive
"ASUS VivoBook 14 (2020) Intel Core i3-1005G1 10th Gen 14 inches FHD Thin and Light Business Laptop (4GB/256GB NVMe SSD/Integrated Graphics/Windows 10/MS Office 2019/Silver/1.6 kg), X415JA-EK312TS",3.6,0,0,"43,590","55,000",Amazon,39% off,10% Off on SBI Credit Cards,Positive
"Lenovo V15 Intel Celeron N4020 15.6"" FHD (1080p)(39.62 cm) HD Thin and Light Laptop (4GB RAM/1 TB HDD / DOS /Iron Grey/1 Year Onsite Warranty/1.7 kg), 82C30052IH",3.6,0,0,"27,699","37,000",Amazon,73% off,No Discounts,Positive
"ASUS VivoBook 14 (2021) AMD Ryzen 3 3250U - 15.6-inch FHD IPS Thin and Light Laptop (8GB/256GB NVMe SSD/Integrated Graphics/Windows 10/MS Office 2019/1 Yr. McAfee/Silver/1.9 kg), M515DA-BQ322TS",4.1,1627,216,"32,890","46,990",Amazon,29% off,10% Off on SBI Credit Cards,Positive
"AVITA SATUS ULTIMUS S111 NU14A1INC43PN-CG 14.1 FHD (35.81cms) Laptop (Intel Celeron N4020/4GB/128GB SSD/FHD Display/Windows 11 Home/ Intel UHD Graphics), Champagne Gold",3.6,0,0,"20,990","29,990",Amazon,33% off,Flat INR 2000 Off on SBICards,Positive
"MSI Gaming Crosshair 15, Intel 12th Gen. i7-12700H, 40CM QHD 165Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Nvidia RTX 3060 6GB GDDR6/ Black/2.3Kg), B12UEZ-677IN",4.6,0,0,"1,21,490","1,56,990",Amazon,14% off,Flat INR 2000 Off on SBICards,Positive
"Lenovo IdeaPad Slim 3 Chromebook Intel Celeron N4020 11.6'' (29.46cm) HD Thin & Light Laptop (4GB/64GB eMMC/Chrome OS/Upto 10hr Battery/2W x2 HD Speaker/Onyx Black/1.12Kg), 82BA001PHA",3.1,706,140,"19,990","24,840",Amazon,23% off,10% Off on SBI Credit Cards,Positive
"Lenovo ThinkBook 15 Intel 11th Gen Core i7 15.6""(39.62 cm)FHD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office H&S 2021/Iris® Xe Graphics/Backlit/Mineral Grey/1.7 Kg) 20VE00W4IH",4.2,1474,184,"82,990","1,28,520",Amazon,27% off,Flat INR 500 Off on SBI Cards,Positive
Acer Aspire 3 Laptop (Made in India) A314-35 35.56 cm (14-Inch) HD Display (Intel Pentium Silver Quad -Core Processor N6000 | Windows 11 Home | 8 GB | 256GB SSD | Weight : 1.45 Kg| Silver,3.5,0,0,"28,490","46,999",Amazon,30% off,10% Off on SBI Credit Cards,Positive
"ASUS VivoBook 14 (2021), 14"" (35.56 cm) FHD, Intel Core i3-1115G4 11th Gen, Thin and Light Laptop (8GB/1TB HDD + 256GB SSD/Windows 11/Office 2021/Integrated Graphics/Silver/1.6 Kg), X415EA-EK372WS",4,0,0,"38,990","57,990",Amazon,30% off,10% Off on SBI Credit Cards,Positive
